calc,b1_0,b1_1,w1_0,w1_0,w1_0,w1_1,b2_0,b2_1,b2_2,w2_0,w2_0,w2_0,w2_1,w2_0,w2_2,cost
35900,-0.004650112819057579,0.006791007466714624,-0.004650112819057579,-0.004650112819057579,0.006791007466714624,0.006791007466714624,-0.010840233723327583,-0.0816521541618302,-9.936266849644774E-09,-0.010693215758232706,-0.010648394680032272,-0.08054476719427316,-0.08020716030494514,-9.80150870972286E-09,-9.760425260338373E-09,1.206842733038364
36000,-0.004657368133913791,0.006781493859419209,-0.004657368133913791,-0.004657368133913791,0.006781493859419209,0.006781493859419209,-0.010831274229920137,-0.08173992701933105,-1.0079386176034296E-08,-0.010684259512248929,-0.01064005872746084,-0.08063045716028007,-0.08029688893496498,-9.942576962130782E-09,-9.901444518273693E-09,1.2073688779784846
36100,-0.0046646282945887576,0.006771956298531435,-0.0046646282945887576,-0.0046646282945887576,0.006771956298531435,0.006771956298531435,-0.010822347478611693,-0.0818278245371949,-1.022449990024484E-08,-0.010675335770177829,-0.010631754362052099,-0.08071626825918646,-0.08038674900985134,-1.0085609405258655E-08,-1.004443551910182E-08,1.2078970671827833
36200,-0.004671893108511938,0.006762394555121698,-0.004671893108511938,-0.004671893108511938,0.006762394555121698,0.006762394555121698,-0.0108134533658399,-0.08191584622739329,-1.0371630017837733E-08,-0.01066644443230897,-0.010623481488201216,-0.08080220003262492,-0.08047674008898428,-1.0230627674153858E-08,-1.0189420138902416E-08,1.2084273154535683
36300,-0.004679162381580546,0.006752808399954587,-0.004679162381580546,-0.004679162381580546,0.006752808399954587,0.006752808399954587,-0.010804591788687617,-0.08200399158651242,-1.052079860320838E-08,-0.01065758539955222,-0.010615240010890009,-0.08088825200711948,-0.08056686171644518,-1.0377653480863478E-08,-1.0336420335308073E-08,1.2089596377191547
36400,-0.004686435918168725,0.00674319760347808,-0.004686435918168725,-0.004686435918168725,0.00674319760347808,0.00674319760347808,-0.01079576264487785,-0.08209226009545867,-1.0672027806389714E-08,-0.010648758573431841,-0.01060702983568237,-0.08097442369378835,-0.08065711342072393,-1.0526708611282304E-08,-1.0485458144387387E-08,1.2094940490352313
36500,-0.0046937135211364165,0.006733561935811303,-0.0046937135211364165,-0.0046937135211364165,0.006733561935811303,0.006733561935811303,-0.010786965832768468,-0.0821806512191601,-1.0825339849546787E-08,-0.010639963856080393,-0.010598850868719508,-0.08106071458804265,-0.08074749471442269,-1.0677814921696418E-08,-1.0636555677223825E-08,1.2100305645862501
36600,-0.004700994991838368,0.006723901166733335,-0.004700994991838368,-0.004700994991838368,0.006723901166733335,0.006723901166733335,-0.010778201251347245,-0.08226916440626075,-1.0980757023416531E-08,-0.010631201150232923,-0.01059070301671549,-0.08114712416927784,-0.080838005093952,-1.0830994335272973E-08,-1.0789735116439847E-08,1.2105691996868213
36700,-0.004708280130132156,0.006714215065669996,-0.004708280130132156,-0.004708280130132156,0.006714215065669996,0.006714215065669996,-0.010769468800226523,-0.08235779908880837,-1.1138301683751308E-08,-0.010622470359220834,-0.010582586186952436,-0.08123365190055895,-0.08092864403922087,-1.0986268838553963E-08,-1.0945018712723913E-08,1.21110996978312
36800,-0.004715568734385759,0.006704503401682599,-0.004715568734385759,-0.004715568734385759,0.006704503401682599,0.006704503401682599,-0.010760768379638297,-0.08244655468193532,-1.1297996247924408E-08,-0.010613771386966163,-0.010574500287276082,-0.08132029722829887,-0.08101941101331958,-1.1143660478110008E-08,-1.1102428781515741E-08,1.2116528904543022
36900,-0.0047228606014856345,0.006694765943454538,-0.0047228606014856345,-0.0047228606014856345,0.006694765943454538,0.006694765943454538,-0.010752099890429011,-0.0825354305835332,-1.1459863191107923E-08,-0.010605104137975557,-0.010566445226091107,-0.08140705958193045,-0.08111030546219666,-1.1303191356772562E-08,-1.1261987699270527E-08,1.2121979774139364
37000,-0.004730155526842677,0.00668500245927858,-0.004730155526842677,-0.004730155526842677,0.00668500245927858,0.00668500245927858,-0.010743463234054437,-0.08262442617391966,-1.1623925042591501E-08,-0.010596468517334394,-0.010558420912356514,-0.08149393837357112,-0.08120132681432787,-1.1464883630005409E-08,-1.1423717899860671E-08,1.2127452465114388
37100,-0.004737453304399083,0.006675212717043799,-0.004737453304399083,-0.004737453304399083,0.006675212717043799,0.006675212717043799,-0.010734858312574713,-0.08271354081549924,-1.1790204382174311E-08,-0.010587864430701017,-0.010550427255581168,-0.08158093299768143,-0.0812924744803794,-1.1628759502348563E-08,-1.1587641871048555E-08,1.2132947137335255
37200,-0.004744753726634268,0.006665396484222385,-0.004744753726634268,-0.004744753726634268,0.006665396484222385,0.006665396484222385,-0.010726285028649238,-0.08280277385241555,-1.1958723836459275E-08,-0.010579291784300874,-0.010542464165819195,-0.081668042830715,-0.08138374785286231,-1.179484122376605E-08,-1.1753782150862379E-08,1.21384639520567
37300,-0.004752056584569623,0.00665555352785585,-0.004752056584569623,-0.004752056584569623,0.00665555352785585,0.00665555352785585,-0.010717743285531595,-0.0828921246101977,-1.21295060748087E-08,-0.010570750484920689,-0.010534531553665407,-0.08175526723076319,-0.08147514630578136,-1.1963151085660003E-08,-1.1922161323638265E-08,1.2144003071935765
37400,-0.004759361667773194,0.0066456836145417815,-0.004759361667773194,-0.004759361667773194,0.0066456836145417815,0.0066456836145417815,-0.010709232987064622,-0.08298159239539693,-1.230257380579269E-08,-0.010562240439902781,-0.010526629330250857,-0.08184260553718979,-0.081566669194274,-1.2133711417371008E-08,-1.2092802016545742E-08,1.214956466104653
37500,-0.004766668764364143,0.006635786510419716,-0.004766668764364143,-0.004766668764364143,0.006635786510419716,0.006635786510419716,-0.010700754037675406,-0.08307117649521825,-1.247794977318683E-08,-0.010553761557139328,-0.010518757407238333,-0.08193005707026088,-0.08165831585424446,-1.2306544582234158E-08,-1.2265726895669279E-08,1.2155148884895097
37600,-0.0047739776610152985,0.006625861981157099,-0.0047739776610152985,-0.0047739776610152985,0.006625861981157099,0.006625861981157099,-0.010692306342370214,-0.08316087617714187,-1.2655656752071134E-08,-0.010545313745066582,-0.010510915696817787,-0.08201762113076484,-0.08175008560198768,-1.2481672973735262E-08,-1.2440958662188382E-08,1.2160755910434522
37700,-0.004781288142956373,0.0066159097919354344,-0.004781288142956373,-0.004781288142956373,0.0066159097919354344,0.0066159097919354344,-0.010683889806729671,-0.08325069068853753,-1.283571754505967E-08,-0.01053689691265934,-0.01050310411170197,-0.08210529699962528,-0.08184197773380608,-1.2659119011796139E-08,-1.2618520048685155E-08,1.216638590607991
37800,-0.004788599993975239,0.006605929707435743,-0.004788599993975239,-0.004788599993975239,0.006605929707435743,0.006605929707435743,-0.010675504336903723,-0.08334061925627052,-1.3018154978215902E-08,-0.01052851096942522,-0.010495322565121895,-0.0821930839375058,-0.08193399152561805,-1.2838905138750238E-08,-1.2798433815141962E-08,1.2172039041723604
37900,-0.004795912996419518,0.006595921491824448,-0.004795912996419518,-0.004795912996419518,0.006595921491824448,0.006595921491824448,-0.010667149839606838,-0.08343066108629965,-1.3202991897162342E-08,-0.010520155825399178,-0.0104875709708225,-0.08228098118440694,-0.0820261262325585,-1.3021053815510098E-08,-1.2980722745129078E-08,1.217771548875045
38000,-0.004803226931196815,0.006585884908738722,-0.004803226931196815,-0.004803226931196815,0.006585884908738722,0.006585884908738722,-0.010658826222113017,-0.08352081536326635,-1.3390251163083194E-08,-0.010511831391137856,-0.010479849243058134,-0.08236898795925439,-0.08211838108857052,-1.3205587517629542E-08,-1.3165409641886157E-08,1.2183415420053185
38100,-0.004810541577773978,0.006575819721272302,-0.004810541577773978,-0.004810541577773978,0.006575819721272302,0.006575819721272302,-0.010650533392251004,-0.08361108125007491,-1.3579955648723696E-08,-0.010503537577714155,-0.010472157296588212,-0.08245710345947864,-0.08221075530598801,-1.3392528731362842E-08,-1.3352517324399428E-08,1.2189139010047862
38200,-0.004817856714175708,0.006565725691960306,-0.004817856714175708,-0.004817856714175708,0.006565725691960306,0.006565725691960306,-0.010642271258399455,-0.08370145788746412,-1.3772128234325623E-08,-0.010495274296711763,-0.01046449504667285,-0.08254532686058613,-0.08230324807511011,-1.358189994966117E-08,-1.3542068623415121E-08,1.2194886434689376
38300,-0.004825172116983061,0.006555602582765097,-0.004825172116983061,-0.004825172116983061,0.006555602582765097,0.006555602582765097,-0.010634039729482079,-0.08379194439356978,-1.3966791803734871E-08,-0.010487041460219677,-0.01045686240906846,-0.08263365731572132,-0.08239585856376608,-1.3773723668338943E-08,-1.3734086377621032E-08,1.2200657871487095
38400,-0.004832487561329358,0.006545450155061581,-0.004832487561329358,-0.004832487561329358,0.006545450155061581,0.006545450155061581,-0.010625838714962981,-0.08388253986347767,-1.4163969240261453E-08,-0.010478838980826959,-0.010449259300023508,-0.08272209395521991,-0.08248858591687089,-1.3968022381996298E-08,-1.3928593429583646E-08,1.220645349952053
38500,-0.004839802820896896,0.006535268169622352,-0.004839802820896896,-0.004839802820896896,0.006535268169622352,0.006535268169622352,-0.010617668124841757,-0.08397324336876796,-1.4363683422500097E-08,-0.010470666771617227,-0.010441685636274059,-0.08281063588615316,-0.08258142925597217,-1.4164818579902868E-08,-1.4125612621645428E-08,1.221227349945514
38600,-0.004847117667911515,0.006525056386603191,-0.004847117667911515,-0.004847117667911515,0.006525056386603191,0.006525056386603191,-0.010609527869648932,-0.0840640539570491,-1.4565957220616027E-08,-0.01046252474616355,-0.010434141335039624,-0.08289928219186228,-0.08267438767878667,-1.4364134742340577E-08,-1.432516679227854E-08,1.2218118053558156
38700,-0.004854431873136923,0.006514814565528295,-0.004854431873136923,-0.004854431873136923,0.006514814565528295,0.006514814565528295,-0.010601417860441184,-0.0841549706514819,-1.477081349195434E-08,-0.010454412818523107,-0.010426626314018814,-0.0829880319314831,-0.0827674602587268,-1.456599333627957E-08,-1.452727877177233E-08,1.2223987345714475
38800,-0.004861745205867643,0.006504542465276032,-0.004861745205867643,-0.004861745205867643,0.006504542465276032,0.006504542465276032,-0.010593338008796744,-0.08424599245029495,-1.4978275077140546E-08,-0.010446330903232052,-0.01041914049138512,-0.08307688413946239,-0.0828606460444186,-1.4770416811538741E-08,-1.4731971378402754E-08,1.2229881561442695
38900,-0.004869057433920976,0.00649423984406393,-0.004869057433920976,-0.004869057433920976,0.00649423984406393,0.00649423984406393,-0.010585288226810687,-0.08433711832628837,-1.5188364796007114E-08,-0.010438278915300305,-0.010411683785782624,-0.08316583782506268,-0.08295394405920804,-1.4977427596774866E-08,-1.4939267414429668E-08,1.2235800887911132
39000,-0.004876368323628056,0.006483906459434779,-0.004876368323628056,-0.004876368323628056,0.006483906459434779,0.006483906459434779,-0.010577268427090515,-0.08442834722632774,-1.540110544347515E-08,-0.010430256770206621,-0.01040425611632194,-0.08325489197185754,-0.08304735330065721,-1.518704809542772E-08,-1.5149189662048862E-08,1.224174551395393
39100,-0.004883677639823404,0.0064735420682420705,-0.004883677639823404,-0.004883677639823404,0.0064735420682420705,0.0064735420682420705,-0.010569278522751453,-0.08451967807082787,-1.561651978557325E-08,-0.010422264383893426,-0.010396857402575897,-0.08334404553721708,-0.08314087274003072,-1.539930068180062E-08,-1.5361760879477994E-08,1.2247715630087226
39200,-0.004890985145834255,0.006463146426635899,-0.004890985145834255,-0.004890985145834255,0.006463146426635899,0.006463146426635899,-0.010561318427412036,-0.08461110975322558,-1.5834630555397542E-08,-0.010414301672761923,-0.010389487564575481,-0.08343329745178246,-0.0832345013217707,-1.56142076970832E-08,-1.5577003796983556E-08,1.225371142852541
39300,-0.004898290603467593,0.00645271929004892,-0.004898290603467593,-0.004898290603467593,0.00645271929004892,0.00645271929004892,-0.010553388055189556,-0.08470264113944112,-1.60554604490128E-08,-0.010406368553667115,-0.010382146522805634,-0.08352264661892965,-0.08332823796296067,-1.5831791445316268E-08,-1.579494111284886E-08,1.2259733103197343
39400,-0.004905593772997223,0.00644226041318264,-0.004905593772997223,-0.004905593772997223,0.00644226041318264,0.00644226041318264,-0.010545487320695678,-0.08479427106732955,-1.627903212143302E-08,-0.010398464943912984,-0.0103748341982012,-0.0836120919142231,-0.08342208155277914,-1.6052074189435144E-08,-1.6015595489419018E-08,1.226578084976275
39500,-0.004912894413148533,0.006431769549993705,-0.004912894413148533,-0.004912894413148533,0.006431769549993705,0.006431769549993705,-0.01053761613903209,-0.08488599834611903,-1.650536818268793E-08,-0.010390590761247747,-0.010367550512142906,-0.0837016321848569,-0.08351603095194017,-1.6275078147398007E-08,-1.623898954922943E-08,1.2271854865628498
39600,-0.0049201922810828925,0.006421246453680298,-0.0049201922810828925,-0.0049201922810828925,0.006421246453680298,0.006421246453680298,-0.010529774425785982,-0.0849778217558399,-1.6734491193794376E-08,-0.010382745923858945,-0.010360295386453154,-0.08379126624908684,-0.08361008499212466,-1.6500825488220524E-08,-1.6465145871039637E-08,1.2277955349965084
39700,-0.004927487132380555,0.006410690876669633,-0.004927487132380555,-0.004927487132380555,0.006410690876669633,0.006410690876669633,-0.010521962097025921,-0.0850697400467394,-1.6966423662795536E-08,-0.01037493035036895,-0.01035306874339217,-0.08388099289564845,-0.08370424247539704,-1.6729338328077585E-08,-1.6694086985932717E-08,1.228408250372299
39800,-0.004934778721022236,0.006400102570604324,-0.004934778721022236,-0.004934778721022236,0.006400102570604324,0.006400102570604324,-0.010514179069297474,-0.08516175193868711,-1.720118804084964E-08,-0.010367143959830242,-0.010345870505653935,-0.08397081088316609,-0.08379850217361291,-1.696063872645397E-08,-1.692583537346243E-08,1.229023652964924
39900,-0.004942066799369376,0.006389481286330229,-0.004942066799369376,-0.004942066799369376,0.006389481286330229,0.006389481286330229,-0.010506425259618986,-0.08525385612056557,-1.7438806718181285E-08,-0.01035938667172086,-0.01033870059636222,-0.08406071893954759,-0.08389286282781157,-1.7194748682159743E-08,-1.716041345766397E-08,1.2296417632303804
40000,-0.004949351118143574,0.006378826773884124,-0.004949351118143574,-0.004949351118143574,0.006378826773884124,0.006378826773884124,-0.010498700585477388,-0.08534605124965121,-1.7679302020348626E-08,-0.010351658405939901,-0.010331558939066642,-0.08415071576136933,-0.08398732314759876,-1.7431690129657167E-08,-1.739784360337449E-08,1.230262601807618
40100,-0.0049566314264040895,0.006368138782482016,-0.0049566314264040895,-0.0049566314264040895,0.006368138782482016,0.006368138782482016,-0.01049100496482411,-0.0854383359509799,-1.7922696204334026E-08,-0.010343959082803136,-0.010324445457738812,-0.08424080001324653,-0.08408188181051407,-1.767148493521378E-08,-1.763814811237881E-08,1.230886189520186
40200,-0.0049639074715243404,0.006357417060506929,-0.0049639074715243404,-0.0049639074715243404,0.006357417060506929,0.006357417060506929,-0.01048333831607092,-0.08553070881670151,-1.8169011454524704E-08,-0.010336288623038594,-0.010317360076768412,-0.08433097032719267,-0.08417653746138726,-1.7914154892947093E-08,-1.7881349219445817E-08,1.2315125473778867
40300,-0.004971178999167142,0.006346661355498768,-0.004971178999167142,-0.004971178999167142,0.006346661355498768,0.006346661355498768,-0.010475700558085912,-0.08562316840542157,-1.8418269879293262E-08,-0.010328646947782285,-0.010310302720959353,-0.08442122530196641,-0.08427128871168132,-1.8159721721460894E-08,-1.8127469088954048E-08,1.2321416965784358
40400,-0.004978445753258491,0.006335871414142631,-0.004978445753258491,-0.004978445753258491,0.006335871414142631,0.006335871414142631,-0.010468091610189427,-0.08571571324152873,-1.867049350687109E-08,-0.010321033978573892,-0.010303273315525923,-0.08451156350240474,-0.08436613413882167,-1.8408207059784484E-08,-1.8376529810820398E-08,1.2327736585091094
40500,-0.004985707475959984,0.0063250469822593745,-0.004985707475959984,-0.004985707475959984,0.0063250469822593745,0.0063250469822593745,-0.010460511392150257,-0.08580834181450805,-1.892570428177874E-08,-0.01031344963735276,-0.010296271786089117,-0.08460198345874215,-0.08446107228551063,-1.865963246386117E-08,-1.8628553396975772E-08,1.2334084547483937
40600,-0.0049929639076395265,0.006314187804795374,-0.0049929639076395265,-0.0049929639076395265,0.006314187804795374,0.006314187804795374,-0.010452959824181561,-0.08590105257824283,-1.9183924061088354E-08,-0.010305893846453633,-0.010289298058672732,-0.08469248366591885,-0.08455610165903056,-1.8914019402871305E-08,-1.8883561777674446E-08,1.2340461070676423
40700,-0.005000214786841312,0.006303293625813462,-0.005000214786841312,-0.005000214786841312,0.006303293625813462,0.006303293625813462,-0.010445436826937117,-0.08599384395030042,-1.944517461081471E-08,-0.010298366528602712,-0.010282352059699743,-0.08478306258287327,-0.08465122073053087,-1.9171389255682207E-08,-1.914157679792892E-08,1.2346866374327208
40800,-0.00500745985025383,0.006292364188484269,-0.00500745985025383,-0.00500745985025383,0.006292364188484269,0.006292364188484269,-0.010437942321507479,-0.08608671431120492,-1.9709477602442103E-08,-0.010290867606913666,-0.010275433715988568,-0.08487371863182172,-0.08474642793430162,-1.943176330743212E-08,-1.9402620214077413E-08,1.2353300680056511
40900,-0.005014698832676285,0.006281399235077979,-0.005014698832676285,-0.005014698832676285,0.006281399235077979,0.006281399235077979,-0.010430476229416258,-0.08617966200369463,-1.997685460895411E-08,-0.010283397004883779,-0.010268542954749441,-0.08496445019752345,-0.08484172166703191,-1.9695162745624155E-08,-1.966671368986092E-08,1.235976421146255
41000,-0.005021931466984484,0.006270398506956801,-0.005021931466984484,-0.005021931466984484,0.006270398506956801,0.006270398506956801,-0.010423038472616351,-0.08627268533196554,-2.0247327101813725E-08,-0.010275954646390053,-0.010261679703580724,-0.0850552556265317,-0.08493710028705401,-1.9961608657157285E-08,-1.993387879343477E-08,1.2366257194137886
41100,-0.005029157484094156,0.006259361744568203,-0.005029157484094156,-0.005029157484094156,0.006259361744568203,0.006259361744568203,-0.010415628973486352,-0.08636578256089991,-2.0520916447096453E-08,-0.010268540455685524,-0.010254843890465356,-0.08514613322643065,-0.08503256211357252,-2.0231122024522302E-08,-2.0204136993545226E-08,1.237277985568577
41200,-0.005036376612923205,0.006248288687438675,-0.005036376612923205,-0.005036376612923205,0.006248288687438675,0.006248288687438675,-0.010408247654826949,-0.08645895191527855,-2.0797643902383464E-08,-0.01026115435739558,-0.010248035443767288,-0.08523708126505622,-0.08512810542587708,-2.0503723722747248E-08,-2.047750965645331E-08,1.237933242573634
41300,-0.005043588580353021,0.006237179074168033,-0.005043588580353021,-0.005043588580353021,0.006237179074168033,0.006237179074168033,-0.010400894439857386,-0.08655219157897925,-2.107753061318855E-08,-0.010253796276514354,-0.010241254292227959,-0.08532809796970342,-0.08522372846254095,-2.0779434515883186E-08,-2.0754018042398596E-08,1.2385915135962862
41400,-0.005050793111186991,0.0062260326424246355,-0.005050793111186991,-0.005050793111186991,0.0062260326424246355,0.0062260326424246355,-0.010393569252211934,-0.08664549969415815,-2.1360597609744845E-08,-0.010246466138401163,-0.010234500364962745,-0.08541918152631718,-0.08531942942060255,-2.1058275053844846E-08,-2.103368330241614E-08,1.2392528220097763
41500,-0.0050579899281091405,0.006214849128941607,-0.0050579899281091405,-0.0050579899281091405,0.006214849128941607,0.006214849128941607,-0.010386272015936483,-0.08673887436041638,-2.1646865803742276E-08,-0.010239163868777053,-0.010227773591457521,-0.08551033007866864,-0.08541520645473184,-2.1340265869202605E-08,-2.1316526475103837E-08,1.2399171913948694
41600,-0.005065178751639723,0.006203628269513183,-0.005065178751639723,-0.005065178751639723,0.006203628269513183,0.006203628269513183,-0.010379002655485225,-0.08683231363394978,-2.1936355985040253E-08,-0.010231889393721489,-0.010221073901565288,-0.0856015417275151,-0.08551105767637976,-2.1625427373950227E-08,-2.160256848336439E-08,1.2405846455414433
41700,-0.005072359300090097,0.0061923697989926755,-0.005072359300090097,-0.005072359300090097,0.0061923697989926755,0.0061923697989926755,-0.01037176109571725,-0.08692581552668203,-2.222908881867925E-08,-0.010224642639668957,-0.01021440122550268,-0.08569281452974384,-0.08560698115291088,-2.191377985656723E-08,-2.1891830131440502E-08,1.2412552084500639
41800,-0.005079531289515895,0.006181073451290355,-0.005079531289515895,-0.005079531289515895,0.006181073451290355,0.006181073451290355,-0.010364547261893354,-0.08701937800538158,-2.252508484171542E-08,-0.010217423533405798,-0.010207755493846681,-0.08578414649749987,-0.08570297490671955,-2.220534347890684E-08,-2.2184332101774832E-08,1.2419289043335562
41900,-0.0050866944336687555,0.006169738959373439,-0.0050866944336687555,-0.0050866944336687555,0.006169738959373439,0.006169738959373439,-0.010357361079672828,-0.08711299899076184,-2.2824364460226117E-08,-0.010210232002067025,-0.010201136637531269,-0.08587553559729763,-0.08579903691432915,-2.2500138273252452E-08,-2.2480094952037154E-08,1.2426057576185583
42000,-0.005093848443945871,0.006158366055265589,-0.005093848443945871,-0.005093848443945871,0.006158366055265589,0.006158366055265589,-0.010350202475110289,-0.08720667635656326,-2.3126947946218314E-08,-0.010203067973133237,-0.010194544587844103,-0.08596697974911499,-0.08589516510547307,-2.2798184139278414E-08,-2.27791391120549E-08,1.2432857929470613
42100,-0.005100993029338807,0.006146954470049089,-0.005100993029338807,-0.005100993029338807,0.006146954470049089,0.006146954470049089,-0.01034307137465264,-0.08730040792861883,-2.343285543499036E-08,-0.01019593137442764,-0.010187979276423297,-0.08605847682547095,-0.08599135736215865,-2.3099500841457678E-08,-2.3081484881189116E-08,1.2439690351779327
42200,-0.005108127896380125,0.00613550393386585,-0.005108127896380125,-0.005108127896380125,0.00613550393386585,0.00613550393386585,-0.010335967705136038,-0.08739419148390115,-2.374210692207392E-08,-0.010188822134113108,-0.010181440635254195,-0.08615002465048546,-0.08608761151771285,-2.340410800605563E-08,-2.338715242529599E-08,1.2446555093884226
42300,-0.005115252749088793,0.006124014175921678,-0.005115252749088793,-0.005115252749088793,0.006124014175921678,0.006124014175921678,-0.010328891393782878,-0.08748802474955213,-2.4054722260523214E-08,-0.010181740180689274,-0.010174928596666107,-0.08624162099892224,-0.08618392535580982,-2.3712025118466295E-08,-2.3696161774029336E-08,1.2453452408756551
42400,-0.005122367288913313,0.006112484924490042,-0.005122367288913313,-0.005122367288913313,0.006112484924490042,0.006112484924490042,-0.01032184236819905,-0.08758190540189419,-2.4370721158340975E-08,-0.010174685442989927,-0.010168443093329323,-0.08633326359521372,-0.08628029660948014,-2.40232715206833E-08,-2.4008532818276824E-08,1.2460382551580975
42500,-0.005129471214674542,0.006100915906917665,-0.005129471214674542,-0.005129471214674542,0.006100915906917665,0.006100915906917665,-0.010314820556370967,-0.08767583106542226,-2.4690123175590887E-08,-0.010167657850180142,-0.010161984058251845,-0.08642495011246687,-0.08637672296010032,-2.4337866408461713E-08,-2.4324285307286303E-08,1.2467345779770038
42600,-0.005136564222505347,0.006089306849631033,-0.005136564222505347,-0.005136564222505347,0.006089306849631033,0.006089306849631033,-0.010307825886662804,-0.08776979931177849,-2.5012947722184685E-08,-0.01016065733175371,-0.01015555142477633,-0.0865166781714526,-0.08647320203636487,-2.4655828829145018E-08,-2.4643438846455765E-08,1.2474342352978471
42700,-0.005143646005789569,0.006077657478144471,-0.005143646005789569,-0.005143646005789569,0.006077657478144471,0.006077657478144471,-0.010300858287813916,-0.08786380765870581,-2.5339214054902596E-08,-0.010153683817530712,-0.010149145126577138,-0.08660844533957428,-0.0865697314132368,-2.4977177678736268E-08,-2.4966012894367015E-08,1.2481372533117132
42800,-0.0051507162550994915,0.006065967517068367,-0.0051507162550994915,-0.0051507162550994915,0.006065967517068367,0.006065967517068367,-0.010293917688936036,-0.08795785356898442,-2.5668941275527712E-08,-0.010146737237654885,-0.010142765097657202,-0.08670024912981947,-0.08666630861088105,-2.5301931700067233E-08,-2.5292026760915803E-08,1.2488436584366804
42900,-0.005157774658130758,0.006054236690120446,-0.005157774658130758,-0.005157774658130758,0.006054236690120446,0.006054236690120446,-0.010287004019510838,-0.08805193444934685,-2.6002148328010506E-08,-0.010139817522591407,-0.010136411272345155,-0.08679208699969114,-0.0867629310935758,-2.5630109480011563E-08,-2.562149960448538E-08,1.2495534773191683
43000,-0.0051648208996369635,0.006042464720136636,-0.0051648208996369635,-0.0051648208996369635,0.006042464720136636,0.006042464720136636,-0.010280117209387348,-0.0881460476493743,-2.6338853996412466E-08,-0.010132924603124493,-0.010130083585292342,-0.0868839563501201,-0.08685959626860498,-2.596172944746583E-08,-2.595445042988674E-08,1.2502667368352534
43100,-0.005171854661361158,0.006030651329084283,-0.005171854661361158,-0.005171854661361158,0.006030651329084283,0.006030651329084283,-0.010273257188779526,-0.08824019046037201,-2.6679076902686276E-08,-0.010126058410355226,-0.010123781971469927,-0.0869758545243574,-0.08695630148512955,-2.6296809871169475E-08,-2.629089808613683E-08,1.2509834640919575
43200,-0.005178875621967059,0.006018796238076319,-0.005178875621967059,-0.005178875621967059,0.006018796238076319,0.006018796238076319,-0.01026642388826388,-0.08833436011422492,-2.7022835504462416E-08,-0.01011921887569938,-0.010117506366166032,-0.08706777880684716,-0.08705304403303847,-2.6635368857530943E-08,-2.6630861264242067E-08,1.2517036864285025
43300,-0.005185883456967673,0.006006899167386992,-0.005185883456967673,-0.005185883456967673,0.006006899167386992,0.006006899167386992,-0.010259617238777165,-0.08842855378223212,-2.7370148092871118E-08,-0.010112405930885394,-0.01011125670498292,-0.0871597264220789,-0.0871498211417785,-2.6977424348488697E-08,-2.697435849501572E-08,1.2524274314175297
43400,-0.00519287783865285,0.005994959836469621,-0.00519287783865285,-0.00519287783865285,0.005994959836469621,0.005994959836469621,-0.010252837171614166,-0.0885227685739208,-2.772103279094308E-08,-0.0101056195079524,-0.010105032923834209,-0.08725169453341967,-0.08724662997916267,-2.7322994119942582E-08,-2.7321408147464636E-08,1.2531547268662835
43500,-0.0051998584360146306,0.005982977963974727,-0.0051998584360146306,-0.0051998584360146306,0.005982977963974727,0.005982977963974727,-0.010246083618425494,-0.08861700153583828,-2.8075507551064473E-08,-0.0100988595392483,-0.010098834958942112,-0.08734368024192495,-0.08734346765015698,-2.7672095779252975E-08,-2.7672028426243013E-08,1.253885600817749
43600,-0.005206824914671745,0.005970953267770548,-0.005206824914671745,-0.005206824914671745,0.005970953267770548,0.005970953267770548,-0.010239356511215438,-0.08871124965032405,-2.8433590153764882E-08,-0.010092125957427901,-0.010092662746834671,-0.08743568058512981,-0.08744033119564636,-2.8024746764053692E-08,-2.8026237370418875E-08,1.254620081551765
43700,-0.005213776936791638,0.005958885464965362,-0.005213776936791638,-0.005213776936791638,0.005958885464965362,0.005958885464965362,-0.010232655782340061,-0.08880550983425786,-2.8795298205312763E-08,-0.010085418695451306,-0.010086516224343199,-0.08752769253581684,-0.08753721759117641,-2.8380964339889446E-08,-2.838405285106418E-08,1.2553581975860686
43800,-0.005220714161011595,0.005946774271930839,-0.005220714161011595,-0.005220714161011595,0.005946774271930839,0.005946774271930839,-0.010225981364505128,-0.08889977893778803,-2.916064913660122E-08,-0.010078737686582153,-0.01008039532859953,-0.0876197130007646,-0.08763412374567504,-2.8740765599124972E-08,-2.874549257011581E-08,1.2560999776773178
43900,-0.005227636242357402,0.0059346194043272075,-0.005227636242357402,-0.005227636242357402,0.0059346194043272075,0.0059346194043272075,-0.010219333190764266,-0.08899405374303584,-2.9529660201043837E-08,-0.010072082864386092,-0.010074299997033487,-0.08771173881947293,-0.0877310465001498,-2.9104167458878426E-08,-2.9110574058259824E-08,1.2568454508220486
44000,-0.005234542832161591,0.005922420577130955,-0.005234542832161591,-0.005234542832161591,0.005922420577130955,0.005922420577130955,-0.01021271119451711,-0.08908833096277885,-2.99023484731269E-08,-0.010065454162729252,-0.010068230167370257,-0.08780376676286723,-0.0878279826263634,-2.9471186659601526E-08,-2.9479314673461642E-08,1.2575946462575909
44100,-0.005241433577978584,0.005910177504663136,-0.005241433577978584,-0.005241433577978584,0.005910177504663136,0.005910177504663136,-0.010206115309507545,-0.08918260723911027,-3.027873084707784E-08,-0.010058851515776832,-0.010062185777627875,-0.08789579353197989,-0.08792492882548543,-2.984183976377428E-08,-2.985173159960993E-08,1.258347593462926
