in1,in2,out1,targ1,cost
1,1,0.7215224262333171,0,0.5205946115576124
0,0,0.7674662140327841,0,0.5890043896818152
0,1,0.8363821884175555,1,0.026770788267028302
1,0,0.8178620482247584,1,0.03317423347688024
1,1,0.8637919165178701,0,0.7461364750416151
0,0,0.5370583483672678,0,0.28843166955097765
0,1,0.6614212543490569,1,0.11463556700656605
1,0,0.6270180293844628,1,0.13911555040424944
1,1,0.7136752028868198,0,0.5093322952155435
0,0,0.7721744169808605,0,0.5962533302397319
0,1,0.8396130081741088,1,0.025723987146958498
1,0,0.8214667793937337,1,0.031874110860045754
1,1,0.8664584971293408,0,0.7507503272476358
0,0,0.5262790298204283,0,0.27696961722873126
0,1,0.652470150183606,1,0.12077699651340537
1,0,0.6174524132316813,1,0.1463426561422643
1,1,0.7057326907965404,0,0.4980586308589254
0,0,0.7765630428384483,0,0.6030501595025097
0,1,0.8425985045799657,1,0.02477523076046309
1,0,0.8248039578503809,1,0.030693653184891128
1,1,0.8689142516118832,0,0.755011976654239
0,0,0.5155133210939341,0,0.2657539842252976
0,1,0.6434526945432262,1,0.12712598102848596
1,0,0.6078351068275292,1,0.15379330343697545
1,1,0.6977044426480051,0,0.4867914892907635
0,0,0.7806364085919126,0,0.6093932024192795
0,1,0.8453429362381852,1,0.023918807371426036
1,0,0.8278779902142465,1,0.029625986252687038
1,1,0.8711630933615591,0,0.7589251352352805
0,0,0.5047775003556068,0,0.25480032486525456
0,1,0.6343807836516595,1,0.13367741136317463
1,0,0.5981793589534206,1,0.16145982757108404
1,1,0.6896000657404981,0,0.47554825066929934
0,0,0.7843991058332391,0,0.6152819572319851
0,1,0.8478505593975248,1,0.023149452275646114
1,0,0.8306933373645695,1,0.02866474601274747
1,1,0.8732088626232986,0,0.7624937177638746
0,0,0.49408733618066414,0,0.24412229577410463
0,1,0.6252662312082219,1,0.14042539747288982
1,0,0.588498260681293,1,0.1693336814623211
1,1,0.6814291851707261,0,0.46434573440243976
0,0,0.7878559217024393,0,0.6207169533616003
0,1,0.8501255790446235,1,0.0224623420567094
1,0,0.8332544582526281,1,0.02780407569262454
1,1,0.8750552883546723,0,0.7657217576774786
0,0,0.4834580351990458,0,0.2337316717985218
0,1,0.6161207252524868,1,0.14736329758067668
1,0,0.5788046995403849,1,0.1774054811292654
1,1,0.6732014079302328,0,0.45320013563924766
0,0,0.7910117647089955,0,0.6256996119080392
0,1,0.8521721038937207,1,0.021853086867208917
1,0,0.8355657579739216,1,0.027038619950690918
1,1,0.8767059533235007,0,0.7686133285928681
0,0,0.4729041960325301,0,0.22363837862517363
0,1,0.6069557872239582,1,0.15448375319673846
1,0,0.5691113166042739,1,0.18566505747850226
1,1,0.6649262881296351,0,0.44212696864585443
0,0,0.793871595932922,0,0.6302321108290846
0,1,0.8539941054256716,1,0.021317721250449912
1,0,0.8376315403259486,1,0.02636351669692407
1,1,0.878164262508552,0,0.771172471947189
0,0,0.46243976949761495,0,0.21385054041300725
0,1,0.5977827334110128,1,0.16177872954231637
1,0,0.5594304666331705,1,0.19410151373106588
1,1,0.6566132935731355,0,0.4311410172969606
0,0,0.7964403659544548,0,0.6343172565216658
0,1,0.855595381048027,1,0.020852693974664514
1,0,0.8394559649802598,1,0.02577438718041958
1,1,0.8794334148154458,0,0.773403131093956
0,0,0.4520780250218684,0,0.20437454070767305
0,1,0.5886126389878192,1,0.16923956080056635
1,0,0.5497741814077375,1,0.20270328772707288
1,1,0.6482717739203383,0,0.4202562928618222
0,0,0.7987229577225206,0,0.6379583631930114
0,1,0.8569795213774852,1,0.020454857305413205
1,0,0.8410430093108252,1,0.0252673248889584
1,1,0.8805163780705628,0,0.7753090920505024
0,0,0.44183152320261443,0,0.19521509489554242
0,1,0.5794563048450392,1,0.1768569995345886
1,0,0.5401541363966058,1,0.21145821827315142
1,1,0.6399109306868098,0,0.4094859992124591
0,0,0.8007241354485276,0,0.641159141089792
0,1,0.858149881586042,1,0.020121456094053906
1,0,0.8423964348458675,1,0.0248388837492929
1,1,0.8814158672148761,0,0.7768939309781521
0,0,0.43171209442422914,0,0.18637533247215454
0,1,0.5703242274273803,1,0.1846212695358776
1,0,0.5305816209074069,1,0.22035361462991745
1,1,0.631539789347844,0,0.3988425055295192
0,0,0.8024484995051722,0,0.6439235943581023
0,1,0.8591095567030697,1,0.019850117012405546
1,0,0.8435197582477728,1,0.024486066058835465
1,1,0.8821343255872774,0,0.7781609683793208
0,0,0.42173082344107604,0,0.17785688744028805
0,1,0.5612265717961873,1,0.1925221212977264
1,0,0.5210675118778751,1,0.22937632817884926
1,1,0.623167173819452,0,0.38833732652612307
0,0,0.8039004472205112,0,0.646255929041338
0,1,0.8598613607272065,1,0.019638838217230132
1,0,0.8444162266755976,1,0.024206310521859037
1,1,0.8826739091630563,0,0.7791132299171915
0,0,0.4118980398248158,0,0.16965999521152555
0,1,0.5521731481363139,1,0.20054888925013986
1,0,0.5116222514672119,1,0.23851282526195525
1,1,0.6148016835950433,0,0.3779811101512997
0,0,0.8050841393853032,0,0.6481604714897743
0,1,0.8604078093739186,1,0.019485979683788252
1,0,0.8450887973465455,1,0.023997480707539643
1,1,0.8830364735971751,0,0.7797534137029345
0,0,0.40222331416565077,0,0.1617835944583998
0,1,0.5431733919220888,1,0.20869054984796948
1,0,0.5022558286066661,1,0.2477492601560366
1,1,0.6064516738143177,0,0.36778363267218767
0,0,0.8060034722358803,0,0.6496415972562954
0,1,0.8607511062660985,1,0.019390254406115387
1,0,0.8455401210858703,1,0.023857854194167614
1,1,0.8832235639132922,0,0.7800838638516973
0,0,0.3927154599057152,0,0.15422543244895742
0,1,0.5342363479463014,1,0.21693577957439886
1,0,0.4929777646610762,1,0.257071547128079
1,1,0.5981252385317407,0,0.3577538009686517
0,0,0.8066620546342981,0,0.6507036703868273
0,1,0.8608931323651763,1,0.019350720623172366
1,0,0.8457725296378651,1,0.023786112614303204
1,1,0.883236406677265,0,0.780106550080167
0,0,0.3833825406685844,0,0.14698217248949877
0,1,0.5253706583983687,1,0.225273011909198
1,0,0.4837971033392266,1,0.26646543052097316
1,1,0.589830197435271,0,0.34789966180653076
0,0,-0.3008996903117655,0,0.09054062362971639
0,1,-0.12838378198065253,1,1.2732499594369608
1,0,-0.18320728776817805,1,1.3999794858277281
1,1,-0.034737038621637295,0,0.001206661852201121
0,0,0.3264777803659602,0,0.10658774107268415
0,1,0.47446332623829707,1,0.27618879546851455
1,0,0.43051276771950153,1,0.3243157077305024
1,1,0.5431613534827735,0,0.2950242559172384
0,0,0.7417463600242381,0,0.5501876626092067
0,1,0.8107945690339385,1,0.03579869510705305
1,0,0.7911550882348375,1,0.04361619717019852
1,1,0.8400638068157258,0,0.7057071995217291
0,0,0.9185878421903367,0,0.8438036238198989
0,1,0.9418782609139549,1,0.003378136554386305
1,0,0.9353799919670707,1,0.004175745438175851
1,1,0.951392321941342,0,0.9051473502489382
0,0,0.7374120471863143,0,0.543776527335511
0,1,0.8073650531742799,1,0.037108222738548025
1,0,0.7874538193402834,1,0.04517587891303291
1,1,0.8370680343905205,0,0.7006828941984096
0,0,0.9205587534757119,0,0.8474284186007566
0,1,0.9432609738177795,1,0.003219317092106702
1,0,0.936926228105709,1,0.00397830070097305
1,1,0.9525386305333827,0,0.9073298426584122
0,0,0.7330778286731359,0,0.5374031028921196
0,1,0.803922559328161,1,0.03844636274041853
1,0,0.7837426409192516,1,0.04676724535657975
1,1,0.8340559422953937,0,0.6956493148782571
0,0,0.9224727899249611,0,0.8509560481519414
0,1,0.9446022755218545,1,0.0030689078773565217
1,0,0.9384266197026659,1,0.003791281161240126
1,1,0.9536500655865783,0,0.909448447593285
0,0,0.7287452503574582,0,0.5310696399185544
0,1,0.8004680826065538,1,0.03981298605870505
1,0,0.7800226974576047,1,0.04839001363382853
1,1,0.8310282887471653,0,0.690608016698042
0,0,0.9243310859249182,0,0.8543879564071385
0,1,0.9459030821368573,1,0.0029264765222916126
1,0,0.9398821515456577,1,0.0036141557027792688
1,1,0.9547274294716851,0,0.9115044645856114
0,0,0.7244158330961018,0,0.5247782992403193
0,1,0.7970026114840056,1,0.04120793974431356
1,0,0.7762951220310993,1,0.050043872427080756
1,1,0.8279858302672017,0,0.6855605351232674
0,0,0.9261347837634236,0,0.8577256376965234
0,1,0.9471643072614483,1,0.002791610427162646
1,0,0.9412938084801138,1,0.0034464169227695594
1,1,0.9557715194345991,0,0.9134991973623223
0,0,0.7200910724304473,0,0.5185311525940317
0,1,0.7935271277625711,1,0.042631046969973656
1,0,0.772561036227629,1,0.051728482241849914
1,1,0.8249293217663345,0,0.6805083859098646
0,0,0.9278850313515185,0,0.8609706314062083
0,1,0.948386860737709,1,0.00266391614450865
1,0,0.9426625738818196,1,0.0032875804338577935
1,1,0.9567831267109171,0,0.9154339515587189
0,0,0.7157724383712317,0,0.5123301835318987
0,1,0.790042606581638,1,0.04408210705103282
1,0,0.7688215501271229,1,0.05344347568562633
1,1,0.8218595166635412,0,0.6754530651304296
0,0,0.9295829800286224,0,0.8641245167588941
0,1,0.949571647460221,1,0.0025430187398762303
1,0,0.9439894281917512,1,0.00313718415428699
1,1,0.9577630356815237,0,0.9173100325178876
0,0,0.7114613752564074,0,0.5061772884817386
0,1,0.7865500164653612,1,0.04556089547093759
1,0,0.7650777623298138,1,0.055188457751967436
1,1,0.8187771670312651,0,0.6703960492517442
0,0,0.9312297824567332,0,0.8671889077344146
0,1,0.9507195662421721,1,0.0024285611513596606
1,0,0.94527534751724,1,0.0029947875893588543
1,1,0.9587120230718182,0,0.9191287431824585
0,0,0.7071593016711586,0,0.5000742779400407
0,1,0.7830503193995852,1,0.04706716391262198
1,0,0.7613307600237861,1,0.05696300611082359
1,1,0.8156830237603779,0,0.6653387952508732
0,0,0.9328265906086822,0,0.870165448146618
0,1,0.951831508741233,1,0.0023202035501459117
1,0,0.9465213023028315,1,0.0028599711073851366
1,1,0.9596308571966764,0,0.920891382084028
0,0,0.7028676104195946,0,0.494022877776951
0,1,0.7795444709303911,1,0.04860064029736116
1,0,0.7575816190830087,1,0.05876667140641549
1,1,0.8125778367379668,0,0.6602827407577538
0,0,0.9343745538544768,0,0.8730558068907525
0,1,0.9529083584473271,1,0.002217622704125426
1,0,0.9477282560734915,1,0.0027323352131184745
1,1,0.9605202972527533,0,0.9225992414345177
0,0,0.6985876685381323,0,0.48802473063354335
0,1,0.7760334202767036,1,0.05016102883295167
1,0,0.7538314041874187,1,0.06059897756433803
1,1,0.8094623550313748,0,0.6552293042129393
0,0,0.9358748171488339,0,0.8758616733733633
0,1,0.9539509897338306,1,0.0021205113464937714
1,0,0.9488971642521085,1,0.0026114998214759816
1,1,0.9613810926592787,0,0.9242536053227487
0,0,0.6943208173411791,0,0.482081397393323
0,1,0.7725181104497781,1,0.05174801007333934
1,0,0.7500811689570417,1,0.062459422109878746
1,1,0.8063373270722115,0,0.6501798850299586
0,0,0.9373285193221151,0,0.8785847531345887
0,1,0.9549602669731895,1,0.002028577551126367
1,0,0.950028973052604,1,0.0024971035341773743
1,1,0.9622139824480539,0,0.9258557480185438
0,0,0.6900683724903378,0,0.4761943587114636
0,1,0.7689994783727987,1,0.0533612409920391
1,0,0.7463319560926204,1,0.06434747649979627
1,1,0.8032035008343998,0,0.6451358637526358
0,0,0.9387367914760428,0,0.8812267636707355
0,1,0.9559370437174319,1,0.0019415441163595046
1,0,0.9511246184493565,1,0.0023888029217209858
1,1,0.9630196947029704,0,0.9274069323858024
0,0,0.6858316240790515,0,0.47036501658690943
0,1,0.765478454994284,1,0.05500035507186807
1,0,0.742584797515739,1,0.06626258647001308
1,1,0.8000616240006899,0,0.6400986021986214
0,0,0.9401007554848094,0,0.8837894304631094
0,1,0.9568821619435904,1,0.001859147958658761
1,0,0.9521850252230873,1,0.0022862718129167937
1,1,0.9637989460489986,0,0.9289084084051605
0,0,0.6816118367253062,0,0.4645946959640455
0,1,0.7619559653894994,1,0.056664962413645215
1,0,0.7388407145019893,1,0.06820417240183146
1,1,0.7969124441124897,0,0.6350694435813421
0,0,0.9414215226014878,0,0.8862744832173036
0,1,0.9577964513636135,1,0.0017811395175038438
1,0,0.9532111060828582,1,0.0021892005939895495
1,1,0.964552441190264,0,0.9303614118060975
0,0,0.6774102496657489,0,0.45888464635221227
0,1,0.7584329288445881,1,0.058354649866603825
1,0,0.7351007178013094,1,0.07017162970938154
1,1,0.7937567086982943,0,0.6300497126035488
0,0,0.9427001921690018,0,0.888683652315473
0,1,0.9586807287979756,1,0.001707282172666442
1,0,0.9542037608633662,1,0.0020972955190597473
1,1,0.9652808724965355,0,0.9317671628076728
0,0,0.6732280768453176,0,0.45323604345284485
0,1,0.7549102589186847,1,0.06006898118330618
1,0,0.731365807740229,1,0.07216432925105963
1,1,0.790595165376452,0,0.6250407155166195
0,0,0.9439378504343428,0,0.8910186654826077
0,1,0.959535797611843,1,0.001637351674909727
1,0,0.9551638757963143,1,0.002010278033608327
1,1,0.9659849196371829,0,0.9331268649664547
0,0,0.6690665069972351,0,0.4476499907854813
0,1,0.7513888634798221,1,0.06180749720185451
1,0,0.7276369743013619,1,0.07418161776771702
1,1,0.7874285619284744,0,0.6200437401407453
0,0,0.9451355694642035,0,0.8932812446664242
0,1,0.9603624472123583,1,0.001571135590993082
1,0,0.956092322854285,1,0.001927884112332341
1,1,0.9666652492614309,0,0.9344417041296644
0,0,0.6649267037089533,0,0.44212752130525423
0,1,0.7478696447110151,1,0.06356971605814973
1,0,0.72391519717611,1,0.07622281835030624
1,1,0.7842576463395757,0,0.615060055842091
0,0,0.9462944061597461,0,0.8954731031292266
0,1,0.9611614526053495,1,0.001508432763726516
1,0,0.9569899591652185,1,0.0018498636126095763
