in1,in2,out1,targ1,cost
0,0,0.3939358541732098,0,0.15518545720317642
0,1,0.3756595740129745,1,0.38980096752166055
1,0,0.4098012800940752,1,0.34833452897859235
1,1,0.393837437332762,0,0.15510792704483722
0,0,0.4028722208789368,0,0.16230602635592686
0,1,0.38403320386568696,1,0.37941509393997036
1,0,0.4184446437596835,1,0.33820663237180143
1,1,0.4019402671685472,0,0.1615559783715231
0,0,0.42298605352067525,0,0.17891720147299556
0,1,0.40384812395639125,1,0.35539705931031423
1,0,0.4381026599527825,1,0.31572862075213837
1,1,0.42130275864629935,0,0.17749601444298196
0,0,0.3934150429078079,0,0.1547753959861523
0,1,0.3743312649561211,1,0.3914613660114075
1,0,0.4091176795326798,1,0.3491419166408448
1,1,0.39238706699837717,0,0.15396761034758893
0,0,0.4337701309842557,0,0.18815652653409837
0,1,0.4147275215704993,1,0.34254387400701036
1,0,0.44869630331665616,1,0.30393576597672034
1,1,0.43197974999091954,0,0.18660650440221735
0,0,0.38441703808151506,0,0.147776459167365
0,1,0.3650116265277095,1,0.4032102344449851
1,0,0.40022562506282405,1,0.3597293008312802
1,1,0.38319526456996117,0,0.14683861078884253
0,0,0.44475879122159784,0,0.19781038236889686
0,1,0.4257425358597548,1,0.32977163512078495
1,0,0.4594750022492914,1,0.2921672731934036
1,1,0.44277621982736676,0,0.1960507808446126
0,0,0.3758984779683786,0,0.14129966573894362
0,1,0.3560943431737437,1,0.41461449489285246
1,0,0.39178915460100505,1,0.3699204324609601
1,1,0.37438540506195406,0,0.1401644315234034
0,0,0.455914274977331,0,0.20785782612810538
0,1,0.4368598240833217,1,0.31712685773146737
1,0,0.4704024757266224,1,0.28047353771649075
1,1,0.45366024594826804,0,0.20580761875384304
0,0,0.36787649631686364,0,0.1353331165423714
0,1,0.34759699457379717,1,0.4256296814891421
1,0,0.383826103616785,1,0.37967027058407304
1,1,0.36597588622894583,0,0.1339383493010623
0,0,0.4671989779208284,0,0.21827488497026667
0,1,0.4480465642168869,1,0.3046525952727831
1,0,0.48144281274833767,1,0.26890155645035557
1,1,0.4646006597539681,0,0.21585377304382242
0,0,0.36036506108702354,0,0.1298629772522542
0,1,0.3395346299299247,1,0.43621450506180154
1,0,0.3763514191839108,1,0.38893755235392213
1,1,0.35798288206145656,0,0.12815174384902672
0,0,0.4785758285137418,0,0.2290348236376144
0,1,0.4592707604770673,1,0.29238811047504915
